user_id,product_id,action,timestamp
U001,P0680,click,2025-04-20 21:39:00
U001,P0621,add_to_cart,2025-04-24 08:36:00
U001,P0101,add_to_cart,2025-04-28 15:16:00
U001,P0036,click,2025-04-28 22:05:00
U001,P0307,add_to_cart,2025-04-29 05:16:00
U001,P0348,click,2025-04-29 07:43:00
U001,P0155,add_wishlist,2025-04-29 12:18:00
U001,P0175,click,2025-05-01 15:13:00
U001,P0387,purchase,2025-05-05 15:01:00
U001,P0500,add_to_cart,2025-05-08 15:08:00
U001,P0964,search,2025-05-10 04:06:00
U001,P0138,search,2025-05-11 08:40:00
U001,P0585,add_to_cart,2025-05-16 00:49:00
U001,P0382,add_wishlist,2025-05-18 09:15:00
U001,P0773,purchase,2025-05-19 07:18:00
U001,P0040,review,2025-05-19 11:09:00
U001,P0715,click,2025-05-20 14:58:00
U001,P0892,add_to_cart,2025-05-20 18:12:00
U001,P0828,click,2025-05-23 11:06:00
U001,P0449,add_to_cart,2025-05-24 08:17:00
U001,P0917,add_to_cart,2025-05-24 15:50:00
U001,P0184,add_to_cart,2025-05-25 03:32:00
U001,P0394,click,2025-05-25 16:32:00
U001,P0394,click,2025-05-27 20:48:00
U001,P0851,click,2025-05-28 00:33:00
U001,P0525,click,2025-05-29 23:23:00
U001,P0439,click,2025-05-30 07:20:00
U001,P0521,search,2025-05-30 09:36:00
U001,P0949,add_to_cart,2025-05-31 08:22:00
U001,P0607,search,2025-05-31 23:53:00
U001,P0062,click,2025-06-01 19:56:00
U001,P0772,click,2025-06-04 11:04:00
U001,P0241,remove_from_cart,2025-06-05 00:15:00
U001,P0964,add_to_cart,2025-06-05 12:00:00
U001,P0107,purchase,2025-06-05 20:43:00
U001,P0633,search,2025-06-06 18:23:00
U001,P0418,search,2025-06-07 13:39:00
U001,P0301,add_wishlist,2025-06-07 20:37:00
U001,P0033,click,2025-06-08 12:07:00
U001,P0255,click,2025-06-11 14:15:00
U001,P0337,add_to_cart,2025-06-11 22:36:00
U001,P0243,add_to_cart,2025-06-14 18:40:00
U001,P0166,click,2025-06-17 20:58:00
U001,P0542,click,2025-06-23 07:52:00
U001,P0805,search,2025-06-25 18:15:00
U001,P0587,click,2025-06-26 17:12:00
U001,P0089,add_wishlist,2025-06-27 07:47:00
U001,P0771,search,2025-06-28 05:56:00
U001,P0938,add_wishlist,2025-06-29 15:07:00
U001,P0795,review,2025-07-01 09:52:00
U001,P0249,add_to_cart,2025-07-05 20:08:00
U001,P0337,search,2025-07-06 16:22:00
U001,P0036,purchase,2025-07-07 22:58:00
U001,P0028,search,2025-07-09 11:53:00
U001,P0597,search,2025-07-14 18:51:00
U001,P0913,add_to_cart,2025-07-16 11:03:00
U001,P0621,click,2025-07-16 22:42:00
U001,P0155,click,2025-07-21 16:43:00
U001,P0331,click,2025-07-22 16:14:00
U001,P0566,search,2025-07-25 03:50:00
U001,P0416,search,2025-07-26 19:54:00
U001,P0080,add_to_cart,2025-07-27 23:03:00
U001,P0610,search,2025-07-31 21:13:00
U001,P0159,add_to_cart,2025-08-01 00:43:00
U001,P0588,click,2025-08-08 23:21:00
U001,P0442,search,2025-08-09 10:42:00
U001,P0030,click,2025-08-12 09:27:00
U001,P0889,remove_from_wishlist,2025-08-14 23:02:00
U001,P0169,remove_from_cart,2025-08-17 10:23:00
U001,P0754,add_to_cart,2025-08-18 01:48:00
U001,P0824,search,2025-08-18 10:01:00
U001,P0288,add_wishlist,2025-08-18 12:39:00
U001,P0800,click,2025-08-20 20:33:00
U001,P0164,search,2025-08-22 01:21:00
U001,P0902,click,2025-08-24 01:25:00
U001,P0745,click,2025-08-29 10:39:00
U001,P0984,search,2025-08-29 11:46:00
U001,P0304,add_wishlist,2025-09-01 22:42:00
U001,P0014,remove_from_cart,2025-09-02 11:27:00
U001,P0405,add_to_cart,2025-09-02 23:23:00
U001,P0825,click,2025-09-03 09:40:00
U001,P0534,add_wishlist,2025-09-03 22:08:00
U001,P0727,add_wishlist,2025-09-11 03:27:00
U001,P0002,review,2025-09-11 08:39:00
U001,P0249,purchase,2025-09-12 17:22:00
U001,P0467,click,2025-09-12 21:28:00
U001,P0759,click,2025-09-13 14:26:00
U001,P0361,search,2025-09-17 17:50:00
U001,P0714,click,2025-09-18 04:54:00
U001,P0002,review,2025-09-20 16:05:00
U001,P0265,add_to_cart,2025-09-21 06:20:00
U001,P0060,search,2025-09-21 23:47:00
U001,P0671,add_to_cart,2025-09-22 15:31:00
U001,P0011,click,2025-09-23 07:54:00
U001,P0378,add_wishlist,2025-09-23 18:34:00
U001,P0935,click,2025-09-23 21:12:00
U001,P0489,search,2025-09-25 08:13:00
U001,P0567,search,2025-09-28 07:30:00
U001,P0600,click,2025-10-02 06:51:00
U001,P0853,click,2025-10-05 01:18:00
U001,P0793,review,2025-10-07 12:29:00
U001,P0712,click,2025-10-11 00:33:00
U001,P0494,click,2025-10-11 19:01:00
U001,P0029,click,2025-10-20 17:46:00
U001,P0058,click,2025-10-25 00:42:00
U001,P0711,add_to_cart,2025-10-25 16:02:00
U001,P0332,search,2025-10-28 11:51:00
U001,P0547,search,2025-10-30 09:13:00
U001,P0957,add_wishlist,2025-10-31 20:39:00
U001,P0446,click,2025-11-03 16:42:00
U001,P0896,purchase,2025-11-04 03:51:00
U001,P0042,remove_from_cart,2025-11-08 23:14:00
U001,P0225,search,2025-11-10 19:13:00
U001,P0142,purchase,2025-11-12 06:15:00
U001,P0584,click,2025-11-13 20:38:00
U001,P0094,add_wishlist,2025-11-14 13:08:00
U001,P0720,click,2025-11-14 14:35:00
U001,P0741,add_to_cart,2025-11-17 14:21:00
U001,P0763,purchase,2025-11-19 01:32:00
U001,P0858,add_to_cart,2025-11-20 12:55:00
U001,P0543,search,2025-11-21 09:55:00
U001,P0773,click,2025-11-22 15:34:00
U001,P0360,click,2025-12-01 19:50:00
U001,P0509,add_wishlist,2025-12-02 07:03:00
U001,P0932,click,2025-12-08 17:32:00
U001,P0911,click,2025-12-12 00:02:00
U001,P0153,add_to_cart,2025-12-14 16:32:00
U001,P0420,click,2025-12-15 23:47:00
U001,P0287,click,2025-12-16 06:51:00
U001,P0646,remove_from_cart,2025-12-18 02:31:00
U001,P0522,click,2025-12-18 19:05:00
U001,P0097,add_to_cart,2025-12-19 19:27:00
U001,P0967,search,2025-12-24 00:12:00
U001,P0162,search,2025-12-24 23:41:00
U001,P0807,search,2025-12-27 08:19:00
U001,P0257,click,2025-12-28 23:12:00
U001,P0678,search,2025-12-31 00:56:00
U001,P0059,search,2025-12-31 06:54:00
U002,P0900,click,2025-01-02 08:03:00
U002,P0420,add_wishlist,2025-01-02 08:50:00
U002,P0278,search,2025-01-03 13:27:00
U002,P0147,add_to_cart,2025-01-04 14:18:00
U002,P0528,search,2025-01-05 06:45:00
U002,P0592,search,2025-01-05 15:08:00
U002,P0699,click,2025-01-07 12:31:00
U002,P0525,add_wishlist,2025-01-09 14:56:00
U002,P0556,add_wishlist,2025-01-16 09:52:00
U002,P0096,remove_from_wishlist,2025-01-17 01:58:00
U002,P0338,add_wishlist,2025-01-18 22:09:00
U002,P0872,click,2025-01-23 06:47:00
U002,P0359,add_wishlist,2025-01-23 18:28:00
U002,P0330,add_to_cart,2025-01-24 04:04:00
U002,P0446,add_to_cart,2025-01-24 23:42:00
U002,P0775,search,2025-01-25 23:43:00
U002,P0363,click,2025-01-26 22:30:00
U002,P0999,click,2025-01-27 00:47:00
U002,P0741,search,2025-01-27 16:01:00
U002,P0382,remove_from_wishlist,2025-01-28 15:03:00
U002,P0214,search,2025-01-30 21:28:00
U002,P0194,click,2025-01-31 17:03:00
U002,P0453,click,2025-02-03 10:26:00
U002,P0410,click,2025-02-03 14:59:00
U002,P0223,purchase,2025-02-08 07:04:00
U002,P0840,search,2025-02-10 09:46:00
U002,P0925,add_to_cart,2025-02-12 08:39:00
U002,P0311,add_to_cart,2025-02-12 12:09:00
U002,P0412,purchase,2025-02-15 00:59:00
U002,P0851,click,2025-02-15 14:40:00
U002,P0246,search,2025-02-16 08:26:00
U002,P0004,click,2025-02-21 04:02:00
U002,P0645,add_to_cart,2025-02-22 10:48:00
U002,P0052,add_to_cart,2025-02-23 11:59:00
U002,P0887,search,2025-02-27 00:07:00
U002,P0845,click,2025-02-27 08:42:00
U002,P0428,click,2025-03-02 20:46:00
U002,P0446,search,2025-03-03 03:22:00
U002,P0384,search,2025-03-03 15:13:00
U002,P0466,add_to_cart,2025-03-04 09:08:00
U002,P0316,click,2025-03-04 19:53:00
U002,P0362,search,2025-03-08 01:00:00
U002,P0267,click,2025-03-10 13:26:00
U002,P0865,click,2025-03-11 18:54:00
U002,P0068,purchase,2025-03-15 01:20:00
U002,P0197,search,2025-03-16 06:24:00
U002,P0873,search,2025-03-17 03:07:00
U002,P0640,add_to_cart,2025-03-17 05:59:00
U002,P0287,remove_from_wishlist,2025-03-21 21:54:00
U002,P0180,click,2025-03-22 05:18:00
U002,P0462,click,2025-03-23 03:08:00
U002,P0830,add_to_cart,2025-03-25 18:48:00
U002,P0077,add_wishlist,2025-03-28 15:06:00
U002,P0626,click,2025-03-30 01:17:00
U002,P0123,search,2025-03-30 02:32:00
U002,P0600,search,2025-03-31 06:04:00
U002,P0566,add_to_cart,2025-03-31 15:43:00
U002,P0173,search,2025-04-02 18:38:00
U002,P0689,purchase,2025-04-09 16:38:00
U002,P0051,search,2025-04-15 09:48:00
U002,P0606,purchase,2025-04-15 21:22:00
U002,P0110,click,2025-04-19 06:40:00
U002,P0428,add_to_cart,2025-04-21 21:06:00
U002,P0565,add_to_cart,2025-04-23 04:52:00
U002,P0657,search,2025-04-24 16:26:00
U002,P0934,click,2025-04-24 19:24:00
U002,P0270,click,2025-04-27 01:17:00
U002,P0982,add_to_cart,2025-04-28 11:32:00
U002,P0981,add_to_cart,2025-04-30 20:52:00
U002,P0107,search,2025-05-07 16:41:00
U002,P0982,add_to_cart,2025-05-07 22:19:00
U002,P0679,search,2025-05-11 15:45:00
U002,P0811,click,2025-05-13 20:46:00
U002,P0044,click,2025-05-17 00:14:00
U002,P0596,click,2025-05-17 23:34:00
U002,P0039,add_wishlist,2025-05-19 19:40:00
U002,P0619,search,2025-05-20 13:50:00
U002,P0634,remove_from_wishlist,2025-05-29 11:21:00
U002,P0596,add_to_cart,2025-05-29 19:27:00
U002,P0601,search,2025-05-30 03:31:00
U002,P0993,click,2025-06-01 14:28:00
U002,P0056,add_wishlist,2025-06-02 02:41:00
U002,P0514,click,2025-06-05 17:47:00
U002,P0642,click,2025-06-09 11:34:00
U002,P0060,search,2025-06-10 11:40:00
U002,P0928,add_to_cart,2025-06-11 01:03:00
U002,P0785,search,2025-06-12 07:15:00
U002,P0630,click,2025-06-12 09:44:00
U002,P0041,add_wishlist,2025-06-15 06:05:00
U002,P0289,add_wishlist,2025-06-15 14:46:00
U002,P0716,click,2025-06-16 15:04:00
U002,P0894,search,2025-06-19 09:34:00
U002,P0742,remove_from_wishlist,2025-06-19 11:08:00
U002,P0958,search,2025-06-20 01:31:00
U002,P0950,search,2025-06-28 01:56:00
U002,P0842,click,2025-06-29 05:29:00
U002,P0188,purchase,2025-07-01 21:13:00
U002,P0170,click,2025-07-08 16:52:00
U002,P0343,click,2025-07-08 23:31:00
U002,P0634,click,2025-07-10 21:18:00
U002,P0025,search,2025-07-13 17:56:00
U002,P0086,search,2025-07-21 01:57:00
U002,P0952,click,2025-07-24 14:06:00
U002,P0383,remove_from_cart,2025-07-26 02:02:00
U002,P0452,add_wishlist,2025-07-31 01:52:00
U002,P0704,remove_from_wishlist,2025-08-01 12:25:00
U002,P0546,search,2025-08-02 02:51:00
U002,P0890,click,2025-08-02 06:19:00
U002,P0282,add_to_cart,2025-08-04 09:21:00
U002,P0873,remove_from_wishlist,2025-08-04 15:32:00
U002,P0542,purchase,2025-08-09 02:41:00
U002,P0308,search,2025-08-09 20:23:00
U002,P0722,remove_from_cart,2025-08-10 05:32:00
U002,P0867,click,2025-08-11 03:03:00
U002,P0112,remove_from_wishlist,2025-08-13 07:48:00
U002,P0487,click,2025-08-21 15:41:00
U002,P0376,search,2025-08-27 01:46:00
U002,P0272,remove_from_cart,2025-08-29 16:45:00
U002,P0822,add_to_cart,2025-08-30 22:04:00
U002,P0693,remove_from_wishlist,2025-08-31 16:00:00
U002,P0270,add_to_cart,2025-09-01 06:41:00
U002,P0814,click,2025-09-02 07:18:00
U002,P0151,click,2025-09-03 21:31:00
U002,P0101,click,2025-09-06 02:25:00
U002,P0844,click,2025-09-06 03:52:00
U002,P0509,search,2025-09-09 00:19:00
U002,P0607,remove_from_cart,2025-09-12 20:19:00
U002,P0887,click,2025-09-17 03:55:00
U002,P0889,remove_from_cart,2025-09-19 21:30:00
U002,P0807,click,2025-09-25 04:41:00
U002,P0736,click,2025-09-25 06:55:00
U002,P0424,click,2025-10-02 14:19:00
U002,P0422,remove_from_cart,2025-10-03 23:41:00
U002,P0897,click,2025-10-04 15:27:00
U002,P0888,add_to_cart,2025-10-04 15:57:00
U002,P0119,search,2025-10-05 02:56:00
U002,P0144,click,2025-10-05 16:59:00
U002,P0040,remove_from_cart,2025-10-07 04:25:00
U002,P0795,click,2025-10-08 18:12:00
U002,P0034,search,2025-10-08 19:42:00
U002,P0843,click,2025-10-10 06:57:00
U002,P0813,click,2025-10-14 21:19:00
U002,P0344,add_wishlist,2025-10-15 03:11:00
U002,P0262,search,2025-10-16 07:57:00
U002,P0874,add_wishlist,2025-10-16 08:40:00
U002,P0319,click,2025-10-16 22:16:00
U002,P0365,search,2025-10-20 08:24:00
U002,P0688,purchase,2025-10-22 06:24:00
U002,P0181,search,2025-10-23 00:36:00
U002,P0893,search,2025-10-23 09:22:00
U002,P0003,search,2025-10-26 09:45:00
U002,P0123,remove_from_wishlist,2025-10-27 08:46:00
U002,P0494,search,2025-10-29 01:39:00
U002,P0253,add_wishlist,2025-10-29 07:53:00
U002,P0869,add_wishlist,2025-10-30 11:15:00
U002,P0108,click,2025-10-31 11:33:00
U002,P0274,review,2025-11-03 18:04:00
U002,P0518,click,2025-11-04 10:29:00
U002,P0623,add_to_cart,2025-11-06 06:16:00
U002,P0935,purchase,2025-11-11 15:50:00
U002,P0865,add_to_cart,2025-11-14 02:52:00
U002,P0116,add_to_cart,2025-11-14 08:48:00
U002,P0588,click,2025-11-14 14:58:00
U002,P0821,add_to_cart,2025-11-18 22:51:00
U002,P0657,add_wishlist,2025-11-19 21:00:00
U002,P0551,add_wishlist,2025-11-22 13:24:00
U002,P0456,add_wishlist,2025-11-26 13:49:00
U002,P0636,click,2025-12-01 12:47:00
U002,P0317,click,2025-12-02 02:49:00
U002,P0378,remove_from_cart,2025-12-02 07:53:00
U002,P0655,add_to_cart,2025-12-03 03:42:00
U002,P0549,click,2025-12-03 06:01:00
U002,P0965,search,2025-12-04 04:23:00
U002,P0558,review,2025-12-04 12:32:00
U002,P0270,search,2025-12-05 07:27:00
U002,P0800,click,2025-12-13 02:26:00
U002,P0617,search,2025-12-14 20:52:00
U002,P0200,add_to_cart,2025-12-17 17:49:00
U002,P0644,click,2025-12-18 03:00:00
U002,P0547,search,2025-12-19 00:28:00
U002,P0311,add_to_cart,2025-12-21 01:58:00
U002,P0319,purchase,2025-12-21 20:57:00
U002,P0270,click,2025-12-22 00:23:00
U002,P0140,add_to_cart,2025-12-23 16:58:00
U002,P0637,add_to_cart,2025-12-25 00:21:00
U002,P0791,add_to_cart,2025-12-25 12:14:00
U002,P0069,search,2025-12-28 14:38:00
U002,P0541,search,2025-12-29 14:25:00
U003,P0394,add_to_cart,2025-01-04 15:51:00
U003,P0286,add_to_cart,2025-01-05 00:45:00
U003,P0785,click,2025-01-06 07:51:00
U003,P0522,click,2025-01-06 09:04:00
U003,P0817,click,2025-01-07 12:04:00
U003,P0597,search,2025-01-09 15:52:00
U003,P0793,purchase,2025-01-09 23:48:00
U003,P0924,click,2025-01-13 00:48:00
U003,P0763,remove_from_cart,2025-01-14 15:34:00
U003,P0434,search,2025-01-22 05:36:00
U003,P0432,add_wishlist,2025-01-27 01:33:00
U003,P0382,remove_from_wishlist,2025-01-27 19:20:00
U003,P0608,click,2025-01-28 07:51:00
U003,P0892,purchase,2025-01-28 13:28:00
U003,P0766,click,2025-01-31 03:21:00
U003,P0628,click,2025-02-01 09:49:00
U003,P0314,click,2025-02-12 02:55:00
U003,P0266,click,2025-02-14 00:03:00
U003,P0885,click,2025-02-19 09:25:00
U003,P0264,add_to_cart,2025-02-20 16:00:00
U003,P0058,search,2025-02-21 00:32:00
U003,P0035,purchase,2025-02-21 06:06:00
U003,P0065,purchase,2025-02-21 18:44:00
U003,P0502,click,2025-02-27 03:26:00
U003,P0109,remove_from_cart,2025-03-01 17:54:00
U003,P0904,add_wishlist,2025-03-02 12:14:00
U003,P0850,click,2025-03-07 00:35:00
U003,P0203,remove_from_cart,2025-03-07 19:42:00
U003,P0318,click,2025-03-08 08:25:00
U003,P0312,click,2025-03-08 23:45:00
U003,P0441,review,2025-03-10 19:09:00
U003,P0489,purchase,2025-03-12 03:51:00
U003,P0099,add_wishlist,2025-03-18 00:00:00
U003,P0207,search,2025-03-18 18:37:00
U003,P0083,click,2025-03-21 12:13:00
U003,P0076,search,2025-03-24 21:11:00
U003,P0214,search,2025-03-29 07:36:00
U003,P0208,remove_from_cart,2025-03-30 16:57:00
U003,P0038,search,2025-03-31 06:36:00
U003,P0737,search,2025-04-04 23:42:00
U003,P0290,search,2025-04-05 12:28:00
U003,P0729,search,2025-04-07 19:18:00
U003,P0329,search,2025-04-13 16:38:00
U003,P0682,add_wishlist,2025-04-16 16:16:00
U003,P0857,add_wishlist,2025-04-16 21:27:00
U003,P0152,add_to_cart,2025-04-18 15:35:00
U003,P0215,search,2025-04-21 13:42:00
U003,P0504,click,2025-04-21 17:27:00
U003,P0647,search,2025-04-22 05:54:00
U003,P0774,review,2025-04-25 05:34:00
U003,P0198,search,2025-05-01 00:34:00
U003,P0426,add_wishlist,2025-05-01 04:53:00
U003,P0186,click,2025-05-04 09:56:00
U003,P0536,add_to_cart,2025-05-04 10:14:00
U003,P0872,click,2025-05-05 03:22:00
U003,P0224,add_to_cart,2025-05-05 18:53:00
U003,P0759,add_to_cart,2025-05-06 16:03:00
U003,P0316,click,2025-05-06 18:21:00
U003,P0568,add_to_cart,2025-05-06 23:22:00
U003,P0935,click,2025-05-09 10:17:00
U003,P0464,search,2025-05-13 06:51:00
U003,P0180,search,2025-05-14 13:47:00
U003,P0957,search,2025-05-17 04:20:00
U003,P0752,remove_from_cart,2025-05-20 16:45:00
U003,P0170,click,2025-05-25 17:32:00
U003,P0373,add_wishlist,2025-05-26 09:33:00
U003,P0041,click,2025-05-27 16:29:00
U003,P0109,search,2025-05-30 06:33:00
U003,P0133,add_wishlist,2025-05-31 03:51:00
U003,P0090,purchase,2025-06-06 01:04:00
U003,P0041,click,2025-06-08 08:57:00
U003,P0100,add_wishlist,2025-06-09 04:06:00
U003,P0776,search,2025-06-14 11:29:00
U003,P0596,click,2025-06-15 14:13:00
U003,P0491,click,2025-06-16 20:42:00
U003,P0006,click,2025-06-17 17:20:00
U003,P0322,purchase,2025-06-18 15:06:00
U003,P0017,click,2025-06-19 04:52:00
U003,P0637,click,2025-06-19 16:39:00
U003,P0183,click,2025-06-21 17:58:00
U003,P0462,search,2025-06-21 18:06:00
U003,P0149,add_wishlist,2025-06-22 17:50:00
U003,P0744,purchase,2025-06-24 05:31:00
U003,P0039,click,2025-06-24 06:40:00
U003,P0435,search,2025-06-24 18:13:00
U003,P0949,remove_from_cart,2025-06-25 10:40:00
U003,P0360,click,2025-06-26 08:17:00
U003,P0315,click,2025-06-27 16:57:00
U003,P0500,click,2025-06-28 15:53:00
U003,P0464,add_to_cart,2025-06-30 22:39:00
U003,P0885,add_wishlist,2025-07-05 20:57:00
U003,P0402,click,2025-07-05 21:08:00
U003,P0852,click,2025-07-07 04:50:00
U003,P0023,purchase,2025-07-07 06:03:00
U003,P0697,remove_from_wishlist,2025-07-07 09:22:00
U003,P0693,search,2025-07-07 13:47:00
U003,P0439,click,2025-07-08 08:12:00
U003,P0839,add_to_cart,2025-07-08 20:58:00
U003,P0748,add_wishlist,2025-07-10 09:56:00
U003,P0862,search,2025-07-11 01:28:00
U003,P0451,click,2025-07-14 23:41:00
U003,P0384,add_to_cart,2025-07-18 00:56:00
U003,P0785,search,2025-07-19 04:35:00
U003,P0956,remove_from_cart,2025-07-22 19:59:00
U003,P0055,search,2025-08-02 20:49:00
U003,P0204,search,2025-08-03 16:40:00
U003,P0475,add_wishlist,2025-08-06 09:57:00
U003,P0933,click,2025-08-07 02:31:00
U003,P0874,click,2025-08-07 03:17:00
U003,P0479,add_to_cart,2025-08-07 10:33:00
U003,P0576,click,2025-08-08 04:48:00
U003,P0539,add_to_cart,2025-08-08 07:42:00
U003,P0351,search,2025-08-09 12:07:00
U003,P0241,add_wishlist,2025-08-09 21:33:00
U003,P0804,add_to_cart,2025-08-12 18:29:00
U003,P0055,add_to_cart,2025-08-12 19:00:00
U003,P0454,click,2025-08-14 21:08:00
U003,P0791,add_to_cart,2025-08-15 10:40:00
U003,P0036,purchase,2025-08-17 05:40:00
U003,P0510,search,2025-08-17 14:52:00
U003,P0562,add_to_cart,2025-08-17 18:42:00
U003,P0456,search,2025-08-25 04:37:00
U003,P0378,remove_from_cart,2025-08-27 21:24:00
U003,P0964,click,2025-08-28 20:59:00
U003,P0373,add_to_cart,2025-09-01 18:13:00
U003,P0182,click,2025-09-01 19:50:00
U003,P0964,search,2025-09-02 02:22:00
U003,P0332,search,2025-09-02 09:10:00
U003,P0675,search,2025-09-08 21:24:00
U003,P0570,click,2025-09-09 15:48:00
U003,P0401,click,2025-09-10 05:32:00
U003,P0300,click,2025-09-12 14:52:00
U003,P0840,add_to_cart,2025-09-13 04:38:00
U003,P0139,click,2025-09-17 00:34:00
U003,P0828,click,2025-09-18 11:26:00
U003,P0011,click,2025-09-20 19:59:00
U003,P0901,click,2025-09-21 09:10:00
U003,P0914,click,2025-09-24 06:23:00
U003,P0924,add_to_cart,2025-09-25 20:16:00
U003,P0624,click,2025-09-26 15:17:00
U003,P0269,search,2025-09-29 09:07:00
U003,P0561,click,2025-09-30 11:51:00
U003,P0388,search,2025-10-04 10:43:00
U003,P0374,remove_from_wishlist,2025-10-05 22:14:00
U003,P0533,click,2025-10-10 06:18:00
U003,P0040,click,2025-10-11 17:35:00
U003,P0787,search,2025-10-17 11:29:00
U003,P0842,add_to_cart,2025-10-17 19:30:00
U003,P0504,purchase,2025-10-18 11:10:00
U003,P0382,click,2025-10-18 17:08:00
U003,P0105,search,2025-10-21 09:35:00
U003,P0626,click,2025-10-26 11:19:00
U003,P0968,click,2025-10-26 16:24:00
U003,P0287,add_to_cart,2025-10-27 01:11:00
U003,P0010,add_to_cart,2025-10-31 23:22:00
U003,P0914,click,2025-11-04 16:13:00
U003,P0170,click,2025-11-04 23:05:00
U003,P0275,search,2025-11-06 20:18:00
U003,P0939,add_to_cart,2025-11-16 14:50:00
U003,P0821,click,2025-11-18 04:24:00
U003,P0333,click,2025-11-18 17:14:00
U003,P0315,click,2025-11-21 02:32:00
U003,P0683,add_to_cart,2025-11-27 12:31:00
U003,P0307,add_wishlist,2025-11-28 10:26:00
U003,P0485,click,2025-11-28 23:44:00
U003,P0512,click,2025-11-29 17:03:00
U003,P0015,add_wishlist,2025-11-30 10:43:00
U003,P0996,click,2025-12-01 14:19:00
U003,P0312,click,2025-12-01 15:21:00
U003,P0334,click,2025-12-02 23:34:00
U003,P0650,search,2025-12-03 11:56:00
U003,P0071,search,2025-12-04 15:13:00
U003,P0828,click,2025-12-04 16:30:00
U003,P0062,click,2025-12-07 06:32:00
U003,P0249,click,2025-12-10 13:26:00
U003,P0520,add_wishlist,2025-12-10 14:47:00
U003,P0726,click,2025-12-12 23:45:00
U003,P0627,add_to_cart,2025-12-13 22:31:00
U003,P0073,click,2025-12-15 18:18:00
U003,P0724,click,2025-12-16 14:08:00
U003,P0974,click,2025-12-25 21:34:00
U003,P0087,click,2025-12-26 19:52:00
U003,P0339,search,2025-12-26 23:23:00
U003,P0837,click,2025-12-28 05:37:00
U003,P0668,click,2025-12-31 00:41:00
U003,P0004,search,2025-12-31 22:10:00
U004,P0386,search,2025-01-01 19:05:00
U004,P0077,click,2025-01-04 22:41:00
U004,P0560,click,2025-01-06 15:29:00
U004,P0032,search,2025-01-09 23:13:00
U004,P0752,click,2025-01-10 16:06:00
U004,P0649,add_to_cart,2025-01-12 02:28:00
U004,P0161,search,2025-01-13 11:10:00
U004,P0251,click,2025-01-22 07:38:00
U004,P0412,add_to_cart,2025-01-24 22:57:00
U004,P0699,add_wishlist,2025-01-27 06:27:00
U004,P0025,search,2025-01-28 06:04:00
U004,P0048,click,2025-01-30 02:25:00
